Respondent,Tweet,College,Ideology,Engagement_Like,Engagement_Retweet with quote,Engagement_Retweet without quote,Engagement_Click on author's profile,Engagement_View replies,Engagement_Write reply,Engagement_Ignore/keep scrolling,Reaction_Fear,Reaction_Hope,Reaction_Sadness,Reaction_Joy,Reaction_Distress,Reaction_Relief,Reaction_Frustration,Reaction_Empathy,Reaction_Dissension,Reaction_Agreement,Reaction_NONE
39,13,yale university,Liberal,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
39,14,yale university,Liberal,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0
39,15,yale university,Liberal,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
39,16,yale university,Liberal,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
39,17,yale university,Liberal,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39,18,yale university,Liberal,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
40,1,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40,2,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
40,3,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,4,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
40,5,duke university,Moderately Liberal,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
40,6,duke university,Moderately Liberal,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
40,7,duke university,Moderately Liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
40,8,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,9,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40,10,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,11,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
40,12,duke university,Moderately Liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40,13,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
40,14,duke university,Moderately Liberal,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
40,15,duke university,Moderately Liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40,16,duke university,Moderately Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,17,duke university,Moderately Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,18,duke university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
41,1,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,2,harvard university,Moderately Liberal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,3,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,4,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,5,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,6,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
41,7,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
41,8,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
41,9,harvard university,Moderately Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41,10,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41,11,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
41,12,harvard university,Moderately Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41,13,harvard university,Moderately Liberal,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
41,14,harvard university,Moderately Liberal,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
41,15,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
41,16,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
41,17,harvard university,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
41,18,harvard university,Moderately Liberal,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
42,1,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,2,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
42,3,university of florida,Moderately Conservative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,4,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
42,5,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,6,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,7,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42,8,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,9,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,10,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,11,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,12,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
42,13,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,14,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,15,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,16,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,17,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,18,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
43,1,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,2,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,3,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,4,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,5,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,6,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,7,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,8,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,9,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,10,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,11,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,12,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,13,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,14,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,15,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,16,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,17,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43,18,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
44,1,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
44,2,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
44,3,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44,4,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,5,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
44,6,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,7,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44,8,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44,9,university of florida,Extremely liberal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44,10,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
44,11,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
44,12,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,13,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44,14,university of florida,Extremely liberal,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,15,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,16,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,17,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,18,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
45,1,university of florida,Extremely liberal,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
45,2,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,3,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,4,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,5,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,6,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,7,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,8,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
45,9,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,10,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,11,university of florida,Extremely liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
45,12,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,13,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,14,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
45,15,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
45,16,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,17,university of florida,Extremely liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,18,university of florida,Extremely liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46,1,university of florida,Moderately Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,2,university of florida,Moderately Liberal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
46,3,university of florida,Moderately Liberal,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,4,university of florida,Moderately Liberal,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
46,5,university of florida,Moderately Liberal,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
46,6,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
46,7,university of florida,Moderately Liberal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
46,8,university of florida,Moderately Liberal,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46,9,university of florida,Moderately Liberal,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
46,10,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,11,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,12,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46,13,university of florida,Moderately Liberal,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0
46,14,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46,15,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
46,16,university of florida,Moderately Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
46,17,university of florida,Moderately Liberal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
46,18,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47,1,university of florida,Moderately Conservative,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
47,2,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
47,3,university of florida,Moderately Conservative,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,4,university of florida,Moderately Conservative,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0
47,5,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
47,6,university of florida,Moderately Conservative,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
47,7,university of florida,Moderately Conservative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
47,8,university of florida,Moderately Conservative,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
47,9,university of florida,Moderately Conservative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
47,10,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
47,11,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47,12,university of florida,Moderately Conservative,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
47,13,university of florida,Moderately Conservative,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
47,14,university of florida,Moderately Conservative,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
47,15,university of florida,Moderately Conservative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,16,university of florida,Moderately Conservative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,17,university of florida,Moderately Conservative,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
47,18,university of florida,Moderately Conservative,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,1,university of florida,Liberal,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
48,2,university of florida,Liberal,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,3,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48,4,university of florida,Liberal,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,5,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,6,university of florida,Liberal,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
48,7,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,8,university of florida,Liberal,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,9,university of florida,Liberal,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
48,10,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48,11,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,12,university of florida,Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,13,university of florida,Liberal,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
48,14,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
48,15,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,16,university of florida,Liberal,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48,17,university of florida,Liberal,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,18,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49,1,university of florida,Moderately Liberal,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
49,2,university of florida,Moderately Liberal,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
49,3,university of florida,Moderately Liberal,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
49,4,university of florida,Moderately Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
49,5,university of florida,Moderately Liberal,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
49,6,university of florida,Moderately Liberal,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
49,7,university of florida,Moderately Liberal,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,8,university of florida,Moderately Liberal,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
49,9,university of florida,Moderately Liberal,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
49,10,university of florida,Moderately Liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49,11,university of florida,Moderately Liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49,12,university of florida,Moderately Liberal,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
49,13,university of florida,Moderately Liberal,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
49,14,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49,15,university of florida,Moderately Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
49,16,university of florida,Moderately Liberal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49,17,university of florida,Moderately Liberal,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
49,18,university of florida,Moderately Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
50,1,university of florida,Liberal,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50,2,university of florida,Liberal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
50,3,university of florida,Liberal,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
50,4,university of florida,Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
50,5,university of florida,Liberal,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
50,6,university of florida,Liberal,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
50,7,university of florida,Liberal,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50,8,university of florida,Liberal,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0
50,9,university of florida,Liberal,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
50,10,university of florida,Liberal,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
50,11,university of florida,Liberal,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0
50,12,university of florida,Liberal,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
50,13,university of florida,Liberal,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
50,14,university of florida,Liberal,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0
50,15,university of florida,Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
50,16,university of florida,Liberal,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
50,17,university of florida,Liberal,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
50,18,university of florida,Liberal,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
51,1,university of florida,Liberal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,2,university of florida,Liberal,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
51,3,university of florida,Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
51,4,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51,5,university of florida,Liberal,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
51,6,university of florida,Liberal,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
51,7,university of florida,Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
51,8,university of florida,Liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
51,9,university of florida,Liberal,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,10,university of florida,Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
51,11,university of florida,Liberal,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
51,12,university of florida,Liberal,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
51,13,university of florida,Liberal,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
51,14,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
51,15,university of florida,Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
51,16,university of florida,Liberal,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,17,university of florida,Liberal,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
51,18,university of florida,Liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
52,1,university of florida,Moderately Liberal,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
52,2,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
52,3,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
52,4,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
52,5,university of florida,Moderately Liberal,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
52,6,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
52,7,university of florida,Moderately Liberal,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
52,8,university of florida,Moderately Liberal,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
52,9,university of florida,Moderately Liberal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
52,10,university of florida,Moderately Liberal,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
52,11,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
52,12,university of florida,Moderately Liberal,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
52,13,university of florida,Moderately Liberal,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
52,14,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
52,15,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
52,16,university of florida,Moderately Liberal,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
52,17,university of florida,Moderately Liberal,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52,18,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
53,1,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,2,university of florida,Centrist,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,3,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,4,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,5,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,6,university of florida,Centrist,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
53,7,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,8,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,9,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,10,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,11,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,12,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,13,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,14,university of florida,Centrist,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
53,15,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,16,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,17,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
53,18,university of florida,Centrist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
54,1,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
54,2,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
54,3,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
54,4,university of florida,Moderately Liberal,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
